name,neighborhood,Location 1,image_urls,description
New Psalmist Baptist Church,Uplands,"4501 OLD FREDERICK RD
Baltimore, MD",http:,"This is a list of the largest Protestant churches in the United States with more than 1,000 members. Most of these are considered megachurches, while some fall outside this definition.[1] The Hartford Institute's database lists more than 1,300 such Protestant churches in the United States. According to that data, approximately 50 churches on the list have attendance ranging from 10,000 to 47,000.[2]"
Jerusalem Baptist Church,East Baltimore Midway,"2401 LOCH RAVEN RD
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The designation of the oldest church in the United States requires careful use of definitions, and must be divided into two parts, the oldest in the sense of oldest surviving building, and the oldest in the sense of oldest Christian church congregation. Even here, there is the distinction between old church buildings that have been in continuous use as churches, and those that have been converted to other purposes; and between buildings that have been in continuous use as churches and those that were shuttered for many decades."
Pillar Of Truth Church,Milton-Montford,"2505 MADISON ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/5/5e/BethEl-b%26w-logo-%282%29-NEW_03.png/220px-BethEl-b%26w-logo-%282%29-NEW_03.png,"Beth El Congregation is a synagogue located in Pikesville, Maryland. Established in 1948,[3] Beth El provides worship in the Conservative tradition.[6]"
First Emmanuel Baptist Church,Reservoir Hill,"2209 PARK AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The designation of the oldest church in the United States requires careful use of definitions, and must be divided into two parts, the oldest in the sense of oldest surviving building, and the oldest in the sense of oldest Christian church congregation. Even here, there is the distinction between old church buildings that have been in continuous use as churches, and those that have been converted to other purposes; and between buildings that have been in continuous use as churches and those that were shuttered for many decades."
Curtis Bay Church Of God,Curtis Bay,"4710 CURTIS AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The following is a timeline of the history of the city of Baltimore, Maryland, United States"
Blazing Star Church Of Christ,East Baltimore Midway,"928 20TH ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/John_Wilkes_Booth-portrait.jpg/220px-John_Wilkes_Booth-portrait.jpg,"John Wilkes Booth (May 10, 1838 – April 26, 1865) was an American actor and assassin, who murdered President Abraham Lincoln at Ford's Theatre in Washington, D.C. on April 14, 1865. Booth was a member of the prominent 19th-century Booth theatrical family from Maryland and, by the 1860s, was a well-known actor.[1] He was also a Confederate sympathizer, vehement in his denunciation of Lincoln, and strongly opposed to the abolition of slavery in the United States.[2]"
Rising Sun Baptist Church,South Clifton Park,"1901 REGESTER ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Towson_Courthouse.jpg/255px-Towson_Courthouse.jpg,Coordinates: 39°24′N 76°36′W﻿ / ﻿39.400°N 76.600°W﻿ / 39.400; -76.600
Corpus Christi Church Rectory,Bolton Hill,"110 LAFAYETTE AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The following is a timeline of the history of the city of Baltimore, Maryland, United States"
First Baptist Church,Cherry Hill,"823 CHERRY HILL RD
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/MD_Route_139.svg/88px-MD_Route_139.svg.png,""
Church Of Saint Paul The Apostle,Washington Village,"859 WASHINGTON BLVD
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/0/04/St._Peter_the_Apostle_Church.jpg/250px-St._Peter_the_Apostle_Church.jpg,"St. Peter the Apostle Church was a Roman Catholic church located within the Archdiocese of Baltimore in Baltimore, Maryland. Constructed at the northwest corner of Hollins and South Poppleton Streets (848 Hollins) and (11-13 South Poppleton), it was often referred to as ""The Mother Church of West Baltimore."""
Christ Lutheran Church,Otterbein,"701 CHARLES ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/a/aa/Churches_Uniting_in_Christ_Logo.png,"Churches Uniting in Christ (CUIC) is an ecumenical organization that brings together ten mainline American denominations (including both predominantly white and predominantly black churches), and was inaugurated on January 20, 2002 in Memphis, Tennessee on the balcony of the Lorraine Motel.[1] It is the successor organization to the Consultation on Church Union."
New Cornerstone Baptist Church,Oliver,"1530 PRESTON ST
Baltimore, MD",http:,"This is a list of the largest Protestant churches in the United States with more than 1,000 members. Most of these are considered megachurches, while some fall outside this definition.[1] The Hartford Institute's database lists more than 1,300 such Protestant churches in the United States. According to that data, approximately 50 churches on the list have attendance ranging from 10,000 to 47,000.[2]"
Zion Temple Fellowship Church,Woodmere,"5423 REISTERSTOWN RD
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Race_and_ethnicity_2010-_Baltimore_%285559896701%29.png/220px-Race_and_ethnicity_2010-_Baltimore_%285559896701%29.png,"There have been various ethnic groups in Baltimore, Maryland and its surrounding area since it was founded as a British colony in 1661. Native Americans lived in the Baltimore territory for millennia before European colonization, and some still reside in the city."
Garden Of Prayer Baptist Church,Better Waverly,"1148 HOMESTEAD ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The following is a timeline of the history of the city of Baltimore, Maryland, United States"
Community Church Of Christ,Johnston Square,"1002 SOMERSET ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/a/aa/Churches_Uniting_in_Christ_Logo.png,"Churches Uniting in Christ (CUIC) is an ecumenical organization that brings together ten mainline American denominations (including both predominantly white and predominantly black churches), and was inaugurated on January 20, 2002 in Memphis, Tennessee on the balcony of the Lorraine Motel.[1] It is the successor organization to the Consultation on Church Union."
Second Presbyterian Church,Guilford,"4200 SAINT PAUL ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/1st_Presby_Baltimore_01.JPG/250px-1st_Presby_Baltimore_01.JPG,"First Presbyterian Church and Manse is a historic Presbyterian church located at West Madison Street and Park Avenue in the Mount Vernon-Belvedere neighborhood of Baltimore, Maryland, United States. The church is a rectangular brick building with a central tower flanked by protruding octagonal turrets at each corner. At the north end of the church is a two story building appearing to be a transept and sharing a common roof with the church, but is separated from the auditorium by a bearing wall. The manse is a three story stone-faced building. The church was begun about 1854 by Nathan G. Starkweather and finished by his assistant Edmund G. Lind around 1873. It is a notable example of Gothic Revival architecture and a landmark in the City of Baltimore.[2]"
Saint John's Baptist Church,Parklane,"2929 DUPONT AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/3/38/St_Alphonsus.JPG/200px-St_Alphonsus.JPG,"The history of the Lithuanians in Baltimore dates back to the mid-19th century. Thousands of Lithuanians immigrated to Baltimore between the 1880s and 1920s. The Lithuanian American community was mainly centered in what is now the Hollins-Roundhouse Historic District. Baltimore's Lithuanian community has founded several institutions to preserve the Lithuanian heritage of the city, including a Roman Catholic parish, a cultural festival, a dance hall, and a yeshiva."
Saints Stephen & James Church,Sharp-Leadenhall,"938 HANOVER ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Polittico_del_1476%2C_s._stefano.jpg/200px-Polittico_del_1476%2C_s._stefano.jpg,"Stephen or Stephan (Greek: Στέφανος, Stephanos; meaning wreath or crowned, often given as a title rather than as a name), traditionally venerated as the Protomartyr or first martyr of Christianity,[1] was according to the Acts of the Apostles a deacon in the early church at Jerusalem who aroused the enmity of members of various synagogues by his teachings. Accused of blasphemy, at his trial he made a long speech denouncing the Jewish authorities who were sitting in judgment on him and was then stoned to death. His martyrdom was witnessed by Saul of Tarsus, a Pharisee who would later himself become a follower of Jesus."
Jones Tabernacle Baptist Church,Penrose/Fayette Street Outreach,"2100 BALTIMORE ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/b/b6/William_Ifor_Jones.jpg,"William Ifor Jones (January 23, 1900 – November 11, 1988) was a Welsh conductor and organist. Born into a large coal-mining family and raised in Merthyr Tydfil, Jones studied at the Royal Academy of Music in London from 1920 to 1925. He studied the organ with Sir Stanley Marchant at St. Paul's Cathedral, London; orchestral conducting with Sir Henry Wood and Ernest Read; and harmony with Benjamin Dale. He was for a time organist at the Welsh Baptist Church in Castle Street, London, worked at the Royal Opera House, Covent Garden, and assisted with the British National Opera Company in the role of prompter."
Charity Community Church Of God,Carroll-South Hilton,"3208 FREDERICK AVE
Baltimore, MD",http:,"Mary Lange, O.S.P. (1794-1882), was an African-American religious sister who was the foundress of the Oblate Sisters of Providence, a religious congregation established to allow African-American women to enter religious life in the Catholic Church. The cause for her beatification has been started and thus she is honored as a Servant of God by the Catholic Church."
St. Wenceslas Catholic Church,Middle East,"2111 ASHLAND AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Stairs_She_Shan_Basilica_20050410.jpg/100px-Stairs_She_Shan_Basilica_20050410.jpg,This is a complete list of basilicas of the Roman Catholic Church. A basilica is a church with certain privileges conferred on it by the Pope.
Holy Church Of Christ,Oliver,"1249 NORTH AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/MD_Route_139.svg/88px-MD_Route_139.svg.png,""
Saint Bernardine Roman Catholic Church,Edmondson Village,"3812 EDMONDSON AVE
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
St. Bernardine's Roman Catholic Church,Edmondson Village,"3812 EDMONDSON AVE
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Highway Church Of Christ,Walbrook,"3100 NORTH AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/MD_Route_139.svg/88px-MD_Route_139.svg.png,""
Evans Temple Memorial Church,Milton-Montford,"2435 MADISON ST
Baltimore, MD",http:,""
Sinner's Friend Baptist Church,Coldstream Homestead Montebello,"1744 GORSUCH AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Emblem_of_the_Papacy_SE.svg/25px-Emblem_of_the_Papacy_SE.svg.png,"Homosexuality is addressed in Catholic moral theology under two forms: homosexual orientation is considered an ""objective disorder"" because Catholicism views it as being ""ordered toward an intrinsic moral evil"", but not sinful unless acted upon.[1] Homosexual sexual activity, by contrast, is viewed as a ""moral disorder""[1] and ""homosexual acts"" as ""contrary to the natural law. They close the sexual act to the gift of life. They do not proceed from a genuine affective and sexual complementarity.""[2]"
First Baptist Church Of Fairfield,Fairfield Area,"1610 BRADY AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/FederalHillPark.jpg/250px-FederalHillPark.jpg,70000859[2]
Beit Tikvah Reconstructionist Temple,North Roland Park/Poplar Hill,"5800 ROLAND AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Messianic_symbols.png/45px-Messianic_symbols.png,"Messianic Judaism is a syncretic movement that combines Christianity—most importantly, the Christian belief that Jesus is the Messiah—with elements of Judaism and Jewish tradition,[1][2][3][4][5] its current form emerging in the 1960s and 1970s.[1][2][6][7][8][9][10][11]"
First Christian Church,North Roland Park/Poplar Hill,"5802 ROLAND AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Beth Am,Reservoir Hill,"2501 EUTAW PL
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Towson_Courthouse.jpg/255px-Towson_Courthouse.jpg,Coordinates: 39°24′N 76°36′W﻿ / ﻿39.400°N 76.600°W﻿ / 39.400; -76.600
Ark Church,Oliver,"1263 NORTH AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,Coordinates: 39°38′02″N 78°55′47″W﻿ / ﻿39.633952°N 78.929622°W﻿ / 39.633952; -78.929622
Our Saviour's Lutheran Church,Ednor Gardens-Lakeside,"3301 THE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Quaker_star-T.svg/150px-Quaker_star-T.svg.png,"Quakers (or Friends) are members of a historically Christian group of religious movements generally known as the Religious Society of Friends.[2][3] Members of the various Quaker movements are all generally united in a belief in the ability of each human being to experientially access ""that of God in every person,"" and therefore they profess the priesthood of all believers,[4][5] a doctrine derived from the First Epistle of Peter.[6][7] They include those with evangelical, holiness, liberal, and traditional Quaker understandings of Christianity. To differing extents, the different movements that make up the Religious Society of Friends/Friends Church avoid creeds and hierarchical structures.[8] In 2007, there were about 359,000 adult Quakers.[9] In 2012, there were 377,055 adult Quakers.[10]"
Liberty Grace Church Of God,Ashburton,"3400 COPLEY RD
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/0/04/St._Peter_the_Apostle_Church.jpg/250px-St._Peter_the_Apostle_Church.jpg,"St. Peter the Apostle Church was a Roman Catholic church located within the Archdiocese of Baltimore in Baltimore, Maryland. Constructed at the northwest corner of Hollins and South Poppleton Streets (848 Hollins) and (11-13 South Poppleton), it was often referred to as ""The Mother Church of West Baltimore."""
Lovely Lane Methodist Church,Charles Village,"2200 SAINT PAUL ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Grand_Opera_House_Wilmington.JPG/240px-Grand_Opera_House_Wilmington.JPG,"Charles L. Carson (November 3, 1847 – December 18, 1891), was an architect born in Baltimore, the oldest son of Daniel Carson, a builder, and one of the founders of the Baltimore chapter of AIA.[1] Carson had little formal training as an architect. Around 1870 he partnered with Thomas Dixon (architect) while taking drawing lessons at the Maryland Institute College of Art. Carson and Dixon worked from their offices at 117 Baltimore Street as Thomas Dixon and Charles L. Carson[2] until sometime before 1877 when the partnership was dissolved.[3] In 1888 he hired Joseph Evans Sperry who became his chief assistant, and later his partner and successor.[4]"
Saint Mary's Episcopal Church,Hampden,"3900 ROLAND AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/MD_Route_139.svg/88px-MD_Route_139.svg.png,""
St. Timothy Christian Baptist Church,West Arlington,"4003 GROVELAND AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
New Trinity Church,Rosemont,"3204 PRESSTMAN ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Holy_Trinity_Georgetown_DC_01.jpg/220px-Holy_Trinity_Georgetown_DC_01.jpg,"Holy Trinity Catholic Church is a Catholic church located in Washington, D.C., in the United States. Located in the Georgetown neighborhood, it was established in 1787 and finished construction in 1794 and is the oldest Roman Catholic house of worship in both Georgetown and the larger city of Washington, D.C. The original building was vacated due to the lack of space and is now the Chapel of St. Ignatius, which is used as an auxiliary space for parish activities."
Holy Faith Church,Harlem Park,"501 GILMOR ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Brown_Memorial_Presby_Church.jpg/220px-Brown_Memorial_Presby_Church.jpg,"Brown Memorial Park Avenue Presbyterian Church of Baltimore, Maryland, U.S., is a large, Gothic Revival-style church built in 1870 and located at Park and Lafayette Avenues in the city's Bolton Hill section. Named in memory of a 19th-century Baltimore financier, the ornate church is noted for its exquisite stained glass windows by renowned artist Louis Comfort Tiffany, soaring vaulted ceiling, and the prominent persons associated with its history. Maltbie Babcock, who was the church's pastor 1887–1900, wrote the familiar hymn, This is My Father's World.[1] Storied virtuoso concert performer Virgil Fox was organist at Brown Memorial early in his career (1936–1946).[2]"
New Song Community Church,Sandtown-Winchester,"1385 GILMOR ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Row_houses_in_East_Monument_Historic_District%2C_Baltimore%2C_Maryland.JPG/200px-Row_houses_in_East_Monument_Historic_District%2C_Baltimore%2C_Maryland.JPG,"The history of the Czechs in Baltimore dates back to the mid-19th century. Thousands of Czechs immigrated to East Baltimore during the late 19th and early 20th centuries, becoming an important component of Baltimore's ethnic and cultural heritage. The Czech community has founded a number of cultural institutions to preserve the city's Czech heritage, including a Roman Catholic church, a heritage association, a festival, a language school, and a cemetery. During the height of the Czech community in the late 1800s and early 1900s, Baltimore was home to 12,000 to 15,000 people of Czech birth or heritage. The population began to decline during the mid-to-late 20th century, as the community assimilated and aged and many Czech Americans moved to the suburbs of Baltimore. By the 1980s and early 1990s, the former Czech community in East Baltimore had been almost entirely dispersed."
Greater Remnant Church Of God,Howard Park,"5023 GWYNN OAK AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The following is a timeline of the history of the city of Baltimore, Maryland, United States"
First Free Methodist Church,Wyman Park,"3441 KESWICK RD
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The African Methodist Episcopal Church, usually called the A.M.E. Church, is a predominantly African-American Methodist denomination based in the United States. It is the oldest independent Protestant denomination founded by black people in the world. It was founded by the Rt. Rev. Richard Allen in Philadelphia, Pennsylvania, in 1816 from several black Methodist congregations in the mid-Atlantic area that wanted independence from white Methodists. Allen was consecrated its first bishop in 1816. It began with 8 clergy and 5 churches, and by 1846 had grown to 176 clergy, 296 churches, and 17,375 members. The 20,000 members in 1856 were located primarily in the North.[4][5] AME national membership (including probationers and preachers) jumped from 70,000 in 1866 to 207,000 in 1876.[6]"
Saint Benedicts Church,Millhill,"2612 WILKENS AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Fells_Point_A.JPG/250px-Fells_Point_A.JPG,"Fell's Point is a historic waterfront neighborhood, established in about 1763, in the southeastern area of the City of Baltimore, in Maryland, along the north shore of the Baltimore Harbor and the Northwest Branch of the Patapsco River. There are many shops, including antique stores, restaurants, coffee bars, music stores, a municipal markethouse with individual stalls, and over 120 pubs. Located just east of the famous ""Inner Harbor"" (formerly referred to as ""The Basin"") adjacent to Baltimore's downtown central business district and the Jones Falls stream (which splits the city, running from northern Baltimore County), Fell's Point has a maritime past and the air of a seafaring town. It also has the greatest concentration of drinking establishments and restaurants in the city."
Mount Carmel Church Of God In Christ,West Arlington,"4003 ELDERON AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/St_Ignatius_of_Loyola_%281491-1556%29_Founder_of_the_Jesuits.jpg/180px-St_Ignatius_of_Loyola_%281491-1556%29_Founder_of_the_Jesuits.jpg,"Saint Ignatius of Loyola (Basque: Ignazio Loiolakoa, Spanish: Ignacio de Loyola; c. October 23, 1491[1] – July 31, 1556) was a Spanish priest and theologian, who founded the religious order called the Society of Jesus (Jesuits) and became its first Superior General.[2] The Jesuit order served the Pope as missionaries, and they were bound by a vow of special obedience to the sovereign pontiff in regard to the missions.[3] They therefore emerged as an important political force during the time of the Counter-Reformation.[4]"
Deeper Life Baptist Church,Yale Heights,"825 YALE AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Towson_Courthouse.jpg/255px-Towson_Courthouse.jpg,Coordinates: 39°24′N 76°36′W﻿ / ﻿39.400°N 76.600°W﻿ / 39.400; -76.600
New Life Baptist Church,Central Park Heights,"3202 WOODLAND AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Church Of The Holy Trinity,Bridgeview/Greenlawn,"2300 LAFAYETTE AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Holy_Trinity_Georgetown_DC_01.jpg/220px-Holy_Trinity_Georgetown_DC_01.jpg,"Holy Trinity Catholic Church is a Catholic church located in Washington, D.C., in the United States. Located in the Georgetown neighborhood, it was established in 1787 and finished construction in 1794 and is the oldest Roman Catholic house of worship in both Georgetown and the larger city of Washington, D.C. The original building was vacated due to the lack of space and is now the Chapel of St. Ignatius, which is used as an auxiliary space for parish activities."
Grace Memorial Baptist Church,Johnston Square,"1100 EDEN ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The following is a timeline of the history of the city of Baltimore, Maryland, United States"
Slavic Church Of Christ,Canton,"516 EAST AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Race_and_ethnicity_2010-_Baltimore_%285559896701%29.png/220px-Race_and_ethnicity_2010-_Baltimore_%285559896701%29.png,"There have been various ethnic groups in Baltimore, Maryland and its surrounding area since it was founded as a British colony in 1661. Native Americans lived in the Baltimore territory for millennia before European colonization, and some still reside in the city."
Hope Community Church,Mosher,"719 POPLAR GROVE ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Christ United Methodist Church,Yale Heights,"541 BEECHFIELD AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Towson_Methodist_Church_%28Maryland%29.jpg/280px-Towson_Methodist_Church_%28Maryland%29.jpg,"Towson United Methodist Church is a large United Methodist Church in the historic Baltimore County, Maryland suburb of Towson. Its past, rooted in 19th century America, and subsequent growth in the two centuries since then, have closely paralleled the nation's political and sociological trends. It was a congregation split asunder in 1861 on the eve of the American Civil War in a border state of divided loyalties, which eventually reunited and built a church in the post-World War II era of the 1950s, a time of reconciliation and rapid growth by mainline Protestant denominations, especially in the more affluent suburbs."
New Testament Missionary Baptist Church,Shipley Hill,"2501 BALTIMORE ST
Baltimore, MD",http:,"John Taylor (1752–1833) was a pioneer Baptist preacher, religious writer, frontier historian and planter in north and central Kentucky. His two histories of early Baptist churches in Kentucky provide insight into the frontier society of the early decades of the 19th century. His 1820 pamphlet entitled ""Thoughts on Missions"" put him at the center of the controversy within frontier Baptist congregations about supporting mission societies. In buying and selling land on the frontier, Taylor acquired 2,000 acres (8.1 km2) and 20 African-American slaves by the end of the first decade of the 19th century, thus entering the planter class."
First Pentecostal Church,Franklin Square,"301 GILMOR ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Towson_Methodist_Church_%28Maryland%29.jpg/280px-Towson_Methodist_Church_%28Maryland%29.jpg,"Towson United Methodist Church is a large United Methodist Church in the historic Baltimore County, Maryland suburb of Towson. Its past, rooted in 19th century America, and subsequent growth in the two centuries since then, have closely paralleled the nation's political and sociological trends. It was a congregation split asunder in 1861 on the eve of the American Civil War in a border state of divided loyalties, which eventually reunited and built a church in the post-World War II era of the 1950s, a time of reconciliation and rapid growth by mainline Protestant denominations, especially in the more affluent suburbs."
First United Church Of Jesus Christ (Apos,West Hills,"5150 BALTIMORE NATIONAL PIKE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Alpha_Phi_Omega_honorary.png/15px-Alpha_Phi_Omega_honorary.png,"This is a listing of notable alumni and honorary members of Alpha Phi Omega, an international service fraternity. The list includes members of the fraternity who have become well known or who have attained high ranking positions in their particular career field, such as government and politics, academia, science and technology, sports, or business. Notable alumni refers to both individuals who joined individual Alpha Phi Omega chapters as students who later went on to distinguish themselves in their personal or professional lives and advisors who are members of the faculty, staff, Scouting or community selected by a chapter to advise them. An honorary member refers to individuals who were offered honorary membership in either various Alpha Phi Omega chapters or Nationally as non-students."
Greater Faith Baptist Church,Remington,"3000 HUNTINGDON AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/GGWO_Church_Service.JPG/300px-GGWO_Church_Service.JPG,"Greater Grace World Outreach (GGWO) is an affiliation of nondenominational. evangelical Christian churches that emphasize grace, the finished work, and missions. The headquarters of Greater Grace World Outreach is currently located at its megachurch in Baltimore, Maryland. GGWO was founded by Carl H. Stevens Jr. who was succeeded by Pastor Thomas Schaller as Presiding Elder and Overseeing Pastor of Greater Grace World Outreach in Baltimore in April 2005.[2]"
Pentecost Baptist Church,Northwest Community Action,"1615 POPLAR GROVE ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The following is a timeline of the history of the city of Baltimore, Maryland, United States"
Cathedral Of Mary Our Queen,Homeland,"5300 CHARLES ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/MD_Route_139.svg/88px-MD_Route_139.svg.png,""
Mount Pisgah Cme Church,Sandtown-Winchester,"1034 FULTON AVE
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Pennsylvania Avenue A.M.E. Zion Church,Upton,"1128 PENNSYLVANIA AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The following is a timeline of the history of the city of Baltimore, Maryland, United States"
